tconst,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname
tt0850648,American Cowslip,2009,107.0,Comedy,1,actor,4.9,571,Ronnie Gene Blevins
tt0850667,Faith Like Potatoes,2006,97.0,Drama,1,actor,6.7,3304,Frank Rautenbach
tt0850678,Jackson Arms,2015,90.0,Romance,1,actor,6.7,20,Matthew O. Sloan
tt0851191,In Memory of Me,2007,115.0,Drama,1,actor,6.3,443,Christo Jivkov
tt0851577,The Island,2006,112.0,Drama,1,actor,7.8,11765,Pyotr Mamonov
tt0852940,Born,2007,107.0,Horror,1,actress,3.6,585,Joan Severance
tt0852965,Homeland,2009,81.0,Drama,1,actor,4.8,58,Fran Kranz
tt0852967,IceBreaker,2009,93.0,Comedy,1,actor,4.8,95,Sasha Andreev
tt0852975,The Last Request,2006,91.0,Comedy,1,actor,3.4,228,T.R. Knight
tt0852984,Mr. Blue Sky,2007,84.0,Drama,1,actor,7.1,58,Chaney Kley
tt0852986,Naked Run,2011,84.0,Comedy,1,actor,5.3,93,Charles Durning
tt0852996,Satan's Cannibal Holocaust,2007,70.0,Horror,1,actress,2.2,326,Sheila Thiele
tt0853127,LA Blues,2007,95.0,Comedy,1,actor,5.8,253,Kevin Rahm
tt0853142,Podokkhep,2006,90.0,Drama,1,actress,7.1,42,Savitri Chatterjee
tt0854164,Slumberland,2006,80.0,Drama,1,actor,8.6,12,Raymond J. Barry
tt0854670,Credo,2008,87.0,Horror,1,actress,4.3,824,Rhea Bailey
tt0855007,The Carbon Copy,2009,100.0,Adventure,1,actress,6.8,32,Heidi Blair
tt0855011,Mrs. Ratcliffe's Revolution,2007,102.0,Comedy,1,actress,5.7,642,Jessica Barden
tt0855729,Times and Winds,2006,111.0,Drama,1,actor,7.3,4235,Ozen Ozkan
tt0855752,A Few Days Later...,2006,78.0,Drama,1,actor,5.5,95,Behrang Alavi
tt0855805,Falkenberg Farewell,2006,91.0,Drama,1,actor,6.4,2797,John Axel Eriksson
tt0855822,Huddersfield,2007,95.0,Drama,1,actor,8.3,2894,Goran Susljik
tt0855846,El Superstar: The Unlikely Rise of Juan Frances,2008,91.0,Comedy,1,actor,6.6,64,Spencer John French
tt0855852,Kabei: Our Mother,2008,133.0,Drama,1,actor,7.6,1428,Tadanobu Asano
tt0855860,Mainline,2006,77.0,Drama,1,actress,6.6,836,Bita Farahi
tt0856092,Melanoma My Love,2006,113.0,Drama,1,actor,6.1,18,Alon Aboutboul
tt0856162,Asylum,2008,80.0,Thriller,1,actor,6.2,81,Julien Courbey
tt0856288,Inside,2007,82.0,Horror,1,actress,6.7,40293,Alysson Paradis
tt0856768,Bangbus,2006,85.0,Thriller,1,actor,7.3,29,Bartholomäus Kleppek
tt0856803,Megy a gözös,2007,90.0,Comedy,1,actor,3.6,546,Tamás Szabó Kimmel
tt0856804,Afternoon,2007,97.0,Drama,1,actor,6.3,474,Jirka Zett
tt0857191,The Visitor,2007,104.0,Drama,1,actor,7.6,42960,Richard Jenkins
tt0857280,God Thinks You're a Loser,2009,89.0,Comedy,1,actress,6.5,41,Sue Rock
tt0857285,Let Them Chirp Awhile,2007,91.0,Comedy,1,actor,6.5,78,Justin Rice
tt0857355,The Year My Parents Went on Vacation,2006,110.0,Drama,1,actor,7.4,6307,Michel Joelsas
tt0858419,Bolden,2019,108.0,Drama,1,actor,5.5,534,Gary Carr
tt0858425,Come Fly with Me Nude,2005,90.0,Comedy,1,actor,8.1,13,Todd Pickering
tt0858436,Dragon,2006,84.0,Fantasy,1,actress,2.7,887,Amelia Jackson-Gray
tt0858455,The Last Porn Movie,2006,100.0,Drama,1,actress,3.6,121,Sotiria Leonardou
tt0859597,Broken,2005,79.0,Comedy,1,actor,8.4,29,Paul Phipps
tt0859633,The Scoop,2005,77.0,Comedy,1,actor,8.3,32,Bryan Patrick Stoyle
tt0859641,The First Breath of Tengan Rei,2009,72.0,Drama,1,actress,4.5,17,Erika Oda
tt0859643,Blood & Wine,2006,95.0,Drama,1,actor,5.8,47,Ricardo Leite Agostinho
tt0859765,Still Life,2006,111.0,Drama,1,actress,7.3,6653,Tao Zhao
tt0860537,Madame,2004,110.0,Drama,1,actress,5.3,16,Sonia Aquino
tt0860835,Closet Space,2008,99.0,Horror,1,actress,3.9,180,Melanie Donihoo
tt0861704,Emotional Arithmetic,2007,99.0,Drama,1,actress,6.1,1379,Susan Sarandon
tt0861772,Ghost Image,2007,96.0,Thriller,1,actress,4.6,553,Elisabeth Röhm
tt0861777,It Came from Another World!,2007,93.0,Sci-Fi,1,actor,6.1,98,Josh Craig
tt0861779,Jazz in the Diamond District,2008,79.0,Drama,1,actress,5.5,57,Monique Cameron
tt0862911,The Reject,2007,97.0,Drama,1,actor,6.2,115,Svetozar Cvetkovic
tt0862934,Frankie D,2007,90.0,Drama,1,actress,7.4,11,Naomi Belgrave
tt0863041,Uranya,2006,100.0,Comedy,1,actor,6.5,1237,Aris Tsapis
tt0863095,Satan's Whip,2006,94.0,Horror,1,actor,2.9,154,Robert Field
tt0863103,Yellow Dragon,2003,98.0,Action,1,actor,5.2,33,Michael Wai-Man Chan
tt0864331,The Haunted Casino,2007,81.0,Horror,1,actor,3.9,468,Wes Armstrong
tt0864684,3 Friends,2007,93.0,Comedy,1,actress,5.5,305,Mathilde Seigner
tt0864751,Kid Power,2007,96.0,Comedy,1,actress,5.5,218,Sandrine Bonnaire
tt0864770,The Grocer's Son,2007,96.0,Drama,1,actor,7.0,2468,Nicolas Cazalé
tt0864911,Teen Spirit,2007,90.0,Comedy,1,actor,5.4,238,Vincent Elbaz
tt0865438,The Road to San Diego,2006,98.0,Comedy,1,actor,7.0,704,Ignacio Benítez
tt0865448,The 601st Phone Call,2006,90.0,Drama,1,actress,4.0,123,Cecilia Cheung
tt0865560,Now & Later,2011,99.0,Drama,1,actor,5.1,1799,Keller Wortham
tt0865561,6 Month Rule,2011,100.0,Comedy,1,actor,4.8,708,Blayne Weaver
tt0865911,Catharsis,2011,89.0,Mystery,1,actor,6.6,13,Rudy Ruggiero
tt0865950,Tell,2007,96.0,Comedy,1,actor,3.4,249,Mike Müller
tt0866433,The Fiesta Grand,2007,95.0,Comedy,1,actor,4.8,65,Josué Gutierrez
tt0867241,Amexicano,2007,84.0,Drama,1,actor,7.0,293,Hugo Aleman
tt0867270,Childless,2008,90.0,Drama,1,actress,5.6,93,Barbara Hershey
tt0867294,FrightWorld,2006,103.0,Horror,1,actor,2.3,179,Andrew Roth
tt0867306,The Human Trace,2008,109.0,Thriller,1,actor,4.5,39,Josh Sumner
tt0867334,Jolene,2008,121.0,Drama,1,actress,6.4,4746,Jessica Chastain
tt0870118,Harrison Montgomery,2008,95.0,Drama,1,actor,7.2,79,Octavio Gómez Berríos
tt0870120,Hers,2007,103.0,Drama,1,actress,5.9,20,Hye-na Kim
tt0871016,Secret of the Cave,2006,88.0,Adventure,1,actor,4.8,497,Kevin Novotny
tt0871438,Ocean of Pearls,2008,97.0,Drama,1,actor,7.0,312,Omid Abtahi
tt0871509,The Last Gang,2007,125.0,Crime,1,actor,6.0,632,Vincent Elbaz
tt0871512,Disengagement,2007,115.0,Drama,1,actress,5.6,706,Juliette Binoche
tt0871513,Frankenstein's Bloody Nightmare,2006,77.0,Horror,1,actor,3.9,86,John R. Hand
tt0871857,Chasing Butterflies,2009,94.0,Comedy,1,actress,4.9,95,Amy Brienes
tt0871893,"Surprise, Surprise",2010,83.0,Drama,1,actor,5.0,204,Travis Michael Holder
tt0871903,The Water's Edge,2006,89.0,Drama,1,actress,6.7,17,Heather Cox
tt0872020,Strawberry Shortcakes,2006,127.0,Drama,1,actress,7.0,742,Chizuru Ikewaki
tt0872123,Forever Flows,2006,95.0,Drama,1,actress,7.1,209,Shabnur
tt0872161,The Moroccan Symphony,2006,105.0,Drama,1,actor,7.6,42,Younes Megri
tt0872245,Better Things,2008,93.0,Drama,1,actress,5.2,704,Rachel McIntyre
tt0872249,The Devil's Dominoes,2008,90.0,Thriller,1,actor,4.6,154,Daniel Baldwin
tt0872288,Passing the Bar,2006,77.0,Comedy,1,actor,7.1,8,Brian Bartels
tt0872329,Read On,2006,130.0,Drama,1,actor,4.6,32,Mitchell Lance Adams
tt0872339,Tartarus,2005,77.0,Horror,1,actor,4.3,79,Juan Fernandez
tt0874314,Quench,2007,98.0,Drama,1,actor,3.3,271,Bo Barrett
tt0874320,The Silent Fall,2007,94.0,Drama,1,actor,5.9,21,Miles Anderson
tt0875001,The Remake,2006,80.0,Horror,1,actress,4.3,99,Cassy Harlo
tt0875130,Love on Sunday,2006,89.0,Drama,1,actor,6.3,149,Mark Chinnery
tt0875581,Darling,2007,94.0,Drama,1,actress,6.5,1507,Michelle Meadows
tt0875595,Destiny,2006,103.0,Drama,1,actor,7.8,13952,Ufuk Bayraktar
tt0875611,Public Interest,2008,85.0,Comedy,1,actor,7.9,18,Robert Curtis Brown
tt0875627,Vagabond,2006,90.0,Action,1,actor,6.6,15,Ben Maccabee
tt0876095,The Blueberry War,2007,99.0,Comedy,1,actor,4.5,84,Pjotr Giro
tt0876096,The Bonnie Situation,2005,107.0,Comedy,1,actor,8.7,16,Philip Asta
tt0876150,Sons of Italy,2006,97.0,Drama,1,actress,7.8,8,Sanaz Alexander
tt0877645,Mother Nanny,2006,99.0,Drama,1,actress,7.8,80,Maricel Soriano
tt0878110,Coffee Therapy,2006,84.0,Comedy,1,actress,7.4,14,Monika Bigsby
tt0878135,Margo,2006,93.0,Drama,1,actress,6.5,355,Cristina Cioran
tt0878654,Bulletface,2010,82.0,Thriller,1,actress,3.4,917,Victoria Maurette
tt0878674,Garage,2007,85.0,Drama,1,actor,7.1,2972,Pat Shortt
tt0878700,"New Orleans, Mon Amour",2008,78.0,Drama,1,actor,5.9,81,Christopher Eccleston
tt0878717,ThanXgiving,2006,86.0,Horror,1,actor,3.7,91,Ari Lehman
tt0879222,A Bahraini Tale,2006,96.0,Drama,1,actor,6.6,104,Saad Abdulla
tt0879403,The Frost,2009,103.0,Drama,1,actress,5.1,163,Bibi Andersson
tt0879405,Harm's Way,2008,82.0,Thriller,1,actress,5.2,363,Kathleen Quinlan
tt0880453,Four the Roses,2006,90.0,Comedy,1,actor,6.6,18,David Wade
tt0880476,Pan,2006,90.0,Drama,1,actor,5.8,10,Kieron McCartney
tt0880492,Take Out,2006,85.0,Comedy,1,actor,7.4,10,Jayson Therrien
tt0880502,The Edge of Heaven,2007,122.0,Drama,1,actor,7.8,31909,Baki Davrak
tt0880566,The Beheaded Rooster,2007,98.0,Drama,1,actor,6.4,307,David Zimmerschied
tt0880573,While You Are Here,2006,77.0,Drama,1,actor,5.7,113,Michael Gempart
tt0881916,Head Under Water,2007,115.0,Thriller,1,actor,5.9,258,Frederick Lau
tt0881932,Flower of Oblivion,2006,100.0,Drama,1,actress,7.8,20,Rabiah Ben-Abdullah
tt0882113,Looking for Palladin,2008,115.0,Comedy,1,actor,5.3,181,Ben Gazzara
tt0882765,Eavesdrop,2008,99.0,Drama,1,actor,5.3,146,Chris Parnell
tt0882820,Camila Jam,2007,120.0,Drama,1,actress,6.4,433,Leandra Leal
tt0883410,Nora's Hair Salon II,2008,80.0,Comedy,1,actress,3.6,158,Tatyana Ali
tt0884038,El camino,2008,91.0,Drama,1,actor,5.8,144,Leo Fitzpatrick
tt0884056,Dirty Habit,2006,81.0,Thriller,1,actress,6.0,43,Reagan Dale Neis
tt0884059,Dress Rehearsal,2006,85.0,Drama,1,actress,7.2,23,Henree Alyse
tt0884177,Romance,2008,105.0,Romance,1,actress,7.0,652,Andrea Beltrão
tt0884237,Carnivorous,2007,84.0,Horror,1,actress,2.5,232,Leah Rose
tt0884326,Karma Calling,2009,90.0,Comedy,1,actor,6.4,61,Tony Sirico
tt0884732,The Wedding Ringer,2015,101.0,Comedy,1,actor,6.6,74935,Kevin Hart
tt0884796,Smoke Gets in Your Eyes,2006,70.0,Drama,1,actress,4.5,11,Fujiko
tt0884855,Devdas,2006,175.0,Romance,1,actor,5.0,371,Ram Pothineni
tt0886476,Desierto Sur,2008,100.0,Drama,1,actress,6.1,162,Marta Etura
tt0886501,The Immaculate Misconception,2006,90.0,Comedy,1,actress,7.7,60,Courtnee Draper
tt0886517,A Moment with You,2006,105.0,Drama,1,actor,7.0,109,Austen Chong
tt0886691,I'm Seducible,2006,76.0,Drama,1,actress,8.2,8,Ying Qu
tt0886692,Impunity,2006,83.0,Drama,1,actor,7.5,17,Joshua J. Cole
tt0887133,The Busker,2006,90.0,Drama,1,actor,8.4,16,Alex Alexander
tt0887143,Hyenas,2011,92.0,Horror,1,actress,2.8,1048,Maria Bertrand
tt0887163,The Stone House,2006,90.0,Thriller,1,actress,7.7,23,Sarah McCarron
tt0887246,The Bird House,2006,97.0,Drama,1,actor,6.1,8,Bok Lai Loh
tt0887732,Days and Clouds,2007,118.0,Drama,1,actress,6.9,1611,Margherita Buy
tt0887901,Détrompez-vous,2007,88.0,Comedy,1,actress,6.0,674,Mathilde Seigner
tt0888019,Five Across the Eyes,2006,95.0,Horror,1,actress,2.6,1693,Sandra Paduch
tt0888507,Last Minute Marocco,2007,88.0,Comedy,1,actor,5.1,295,Valerio Mastandrea
tt0888508,Legend of the Sandsquatch,2006,90.0,Horror,1,actor,5.3,66,Trent Haaga
tt0888509,Litorra,2006,76.0,Sci-Fi,1,actor,6.0,10,Jesse Jam Miranda
tt0888535,X-Gen,2006,83.0,Thriller,1,actor,7.3,23,David M. Wilmington
tt0888693,Sleepwalking,2008,101.0,Drama,1,actress,6.1,5811,Charlize Theron
tt0889136,Kings,2007,88.0,Drama,1,actor,7.0,918,Colm Meaney
tt0889145,"The Completely Remarkable, Utterly Fabulous Transformation of a Regular Joe",2008,95.0,Romance,1,actor,7.5,75,Charles Fraser
tt0889233,Virgin Again,2004,90.0,Drama,1,actor,5.6,27,David Adams
tt0889583,Brüno,2009,81.0,Comedy,1,actor,5.9,148121,Sacha Baron Cohen
tt0889611,Balloon Club Revisited,2006,93.0,Drama,1,actor,6.5,110,Motoki Fukami
tt0889652,Roman de gare,2007,103.0,Drama,1,actress,7.1,2511,Fanny Ardant
tt0889665,Steak,2007,82.0,Comedy,1,actor,5.9,2474,Eric Judor
tt0890882,A Man's Job,2007,104.0,Drama,1,actor,6.6,2170,Tommi Korpela
tt0891309,The Greater Good,2006,75.0,Drama,1,actor,7.1,11,Mike Dennis
tt0891549,Nyugalom,2008,108.0,Drama,1,actress,5.9,228,Dorottya Udvaros
tt0891631,Goodbye Baby,2007,87.0,Drama,1,actor,6.2,136,Jerry Adler
tt0892035,Agenda,2007,96.0,Thriller,1,actor,6.1,43,Robert Rusler
tt0892041,Border Lost,2008,105.0,Action,1,actor,4.2,275,Alejandro Antonio
tt0892056,Gimme Skelter,2007,90.0,Horror,1,actor,4.0,130,Kenneth J. Hall
tt0892063,Hand in Hand,2007,77.0,Drama,1,actress,8.2,22,Kasey Buckley
tt0892081,Manje',2007,95.0,Horror,1,actor,4.6,67,Chris Morgan
tt0892088,Nina,2006,116.0,Drama,1,actor,7.6,16,Desmond Andrews
tt0892094,Ready or Not,2009,88.0,Comedy,1,actor,4.6,914,Christian Oliver
tt0892096,Remarkable Power,2008,91.0,Comedy,1,actress,5.4,366,Whitney Able
tt0892100,Steam,2007,120.0,Drama,1,actress,5.3,200,Ruby Dee
tt0892109,Trailer Park of Terror,2008,98.0,Horror,1,actress,5.2,3972,Nichole Hiltz
tt0892117,Witches' Night,2007,81.0,Horror,1,actor,4.5,409,Gil McKinney
tt0892429,The Seven of Daran: The Battle of Pareo Rock,2008,89.0,Family,1,actor,6.0,181,Johann Harmse
tt0892904,White on Rice,2009,83.0,Comedy,1,actor,6.1,536,Hiroshi Watanabe
tt0893307,Taking Father Home,2005,100.0,Drama,1,actor,6.5,109,Xiaopei Liu
tt0893322,The Dissection of Thanksgiving,2008,97.0,Comedy,1,actress,7.0,158,Kathleen Quinlan
tt0893325,The Fall,2008,110.0,Drama,1,actor,5.9,112,Jimmie Akins
tt0893390,You Tell Me,2006,88.0,Comedy,1,actor,5.2,44,Joshua Cary
tt0893405,The Lights,2009,87.0,Horror,1,actor,4.7,114,Kerry Wallum
tt0893492,Immortal,2006,110.0,Action,1,actor,6.0,252,Joe Henley
tt0893534,The Chanting,2006,93.0,Horror,1,actress,6.0,449,Julie Estelle
tt0893548,Treasure Island,2007,186.0,Adventure,1,actor,4.8,428,François Goeske
tt0893582,Coyote Funeral,2006,87.0,Drama,1,actor,7.6,48,Jono Young
tt0896534,Deadgirl,2008,101.0,Horror,1,actor,5.6,19347,Shiloh Fernandez
tt0896976,Something That Sticks,2006,70.0,Comedy,1,actor,8.1,14,James Devereux
tt0897286,They Must Eat,2006,97.0,Horror,1,actor,5.3,104,John Anton
tt0898098,PTU File: Death Trap,2005,97.0,Action,1,actress,4.6,21,Kristy Yeung
tt0899070,No Time to Die,2006,95.0,Comedy,1,actor,7.6,30,Fritz Baffour
tt0899095,Rêves de poussière,2006,86.0,Drama,1,actor,7.0,279,Makena Diop
tt0899138,An American Affair,2008,93.0,Drama,1,actress,6.1,2274,Gretchen Mol
tt0899145,Don't Fade Away,2010,89.0,Drama,1,actor,4.8,381,Ryan Kwanten
tt0899224,Ten Nights of Dreams,2006,100.0,Fantasy,1,actress,6.3,426,Kyôko Koizumi
tt0899279,The Little Death,2006,89.0,Thriller,1,actress,7.8,16,Laura Lee Bahr
tt0901475,Breath,2007,84.0,Drama,1,actor,6.9,4842,Chang Chen
tt0901509,Salt,2006,83.0,Thriller,1,actress,4.9,51,Stacy Haiduk
tt0902253,Another Perfect Stranger,2007,80.0,Drama,1,actor,6.6,470,Jefferson Moore
tt0902274,Death on Demand,2008,90.0,Horror,1,actor,3.4,469,Jerry Broome
tt0902287,Grindin',2007,90.0,Comedy,1,actor,3.3,392,Lawrence B. Adisa
tt0902293,Happy New Year London,2007,90.0,Drama,1,actress,6.0,519,Pola Anton
tt0902456,Silent Vengeance,2011,90.0,Horror,1,actor,3.5,28,Brian Ramme
tt0902966,Double Edged,2006,82.0,Thriller,1,actor,7.1,18,James Adlesic
tt0902982,The Harimaya Bridge,2009,120.0,Drama,1,actor,6.2,187,Bennet Guillory
tt0902985,On the Other Side,2006,100.0,Romance,1,actor,7.5,13,Manish Dayal
tt0903025,Street Wok'n,2006,70.0,Comedy,1,actor,4.3,16,Alvin Aki
tt0903134,The Wager,2007,82.0,Drama,1,actor,5.1,374,Randy Travis
tt0903597,The Satanic Angels,2007,84.0,Drama,1,actor,6.6,76,Mansour Badri
tt0903644,September,2007,85.0,Drama,1,actor,6.4,413,Xavier Samuel
tt0903831,For the Love of a Dog,2008,90.0,Family,1,actor,5.1,214,Sherman Hemsley
tt0903928,Proper Eyes,2007,80.0,Drama,1,actress,6.9,47,Eva Bianco
tt0904113,The Dying Light,2006,71.0,Drama,1,actor,5.1,22,Guil Fisher
tt0904127,Hearts of War,2007,96.0,Drama,1,actor,5.0,1075,Jonathan Scarfe
tt0904128,Prom Wars: Love Is a Battlefield,2008,90.0,Comedy,1,actor,5.3,534,Raviv Ullman
tt0905357,Normal,2007,100.0,Drama,1,actress,5.8,1272,Carrie-Anne Moss
tt0905381,Zombies by Design,2006,89.0,Horror,1,actor,5.1,29,Nick Faraldi
tt0905642,Waiting for Dublin,2007,83.0,Romance,1,actor,4.6,186,Des Braiden
tt0906048,Manhattanites,2008,95.0,Drama,1,actress,7.2,25,Ilene Kristen
tt0906319,The Auteur,2008,80.0,Comedy,1,actor,5.7,626,Melik Malkasian
tt0906325,Bagboy,2007,94.0,Comedy,1,actor,4.4,789,Dennis Farina
tt0906656,The Sakai's Happiness,2006,102.0,Comedy,1,actor,5.4,14,Naoyuki Morita
tt0906666,Awakening,2006,125.0,Drama,1,actress,7.7,73,Jun Fubuki
tt0906727,Ball Don't Lie,2008,102.0,Drama,1,actress,4.5,291,Rosanna Arquette
tt0906745,Good Luck with That,2007,94.0,Action,1,actor,3.4,52,Igor Breakenback
tt0906783,The 27 Club,2008,94.0,Drama,1,actor,6.7,367,Joe Anderson
tt0907113,Comic Evangelists,2006,75.0,Comedy,1,actor,7.7,22,Adam Carter
tt0907122,Indiscretion,2006,83.0,Drama,1,actress,8.7,15,Rebecca Aviles
tt0907134,"Basic Sanitation, the Movie",2007,112.0,Comedy,1,actress,7.3,2355,Fernanda Torres
tt0907620,Be My Oswald,2006,94.0,Comedy,1,actor,7.4,20,Rich Bogle
tt0907648,Happy Dining Table,2007,108.0,Drama,1,actor,7.3,38,Yuichi Haba
tt0907656,Oil & Water,2006,95.0,Comedy,1,actress,5.9,10,Rosemary Gore
tt0907681,Wicked Lake,2008,95.0,Horror,1,actress,3.0,1226,Carlee Baker
tt0907853,Any Reason Not to Marry?,2006,90.0,Comedy,1,actor,6.0,164,Fabio Troiano
tt0909808,Bumping Off Burt,2009,90.0,Comedy,1,actress,6.3,9,Elisabeth Heather Boggio
tt0910553,The Four Children of Tander Welch,2008,86.0,Drama,1,actor,5.8,43,Mackenzie Astin
tt0910574,Running Funny,2007,77.0,Drama,1,actor,6.0,61,Gene Gallerano
tt0910831,American Combatant,2006,92.0,Drama,1,actor,5.8,15,Jimmy Joe Roche
tt0910860,Delta,2008,92.0,Drama,1,actor,6.3,1662,Félix Lajkó
tt0910872,Ella at Five,2006,74.0,Comedy,1,actor,8.6,45,Tim Carver
tt0910898,Goyband,2008,98.0,Comedy,1,actor,5.1,130,Adam Pascal
tt0910917,Low and Behold,2007,96.0,Drama,1,actor,7.5,99,Eddie Rouse
tt0911004,Invisible,2006,70.0,Thriller,1,actor,3.2,102,Joe Mellis
tt0911024,The Pool,2007,98.0,Drama,1,actor,7.2,875,Nana Patekar
tt0914362,Last Call,2008,94.0,Drama,1,actress,4.1,33,Cara Seymour
tt0914382,Quiet City,2007,78.0,Drama,1,actress,6.4,1452,Erin Fisher
tt0914799,Brain Dead,2007,95.0,Horror,1,actor,5.1,1202,Joshua Benton
tt0914823,House Under Siege,2010,78.0,Thriller,1,actor,4.1,133,Jeremy London
tt0914846,Emulsion,2006,83.0,Drama,1,actor,5.9,8,Fayssal Bazzi
tt0915454,Cold Earth,2008,101.0,Thriller,1,actor,2.9,161,Gary Daniels
tt0915461,Hohokam,2007,73.0,Drama,1,actor,7.4,47,Anthony J. Baker
tt0915749,Sad Vacation,2007,136.0,Drama,1,actor,6.8,444,Tadanobu Asano
tt0918514,The Faithful and the Foul,2006,75.0,Drama,1,actress,7.9,38,Abigail Blueher
tt0918531,The Inner Circle,2009,96.0,Drama,1,actress,6.9,59,Sarah Aldrich
tt0918557,Saving Sarah Cain,2007,103.0,Drama,1,actress,6.0,1455,Abigail Mason
tt0918566,Stash,2007,80.0,Comedy,1,actress,5.6,41,Noelle Bou-Sliman
tt0918626,April Moon,2007,93.0,Romance,1,actress,6.2,15,Ryan Michelle Bathe
tt0920462,Lost Girls and Love Hotels,2020,97.0,Drama,1,actress,4.6,4212,Alexandra Daddario
tt0920466,Nuits d'Arabie,2007,110.0,Drama,1,actor,6.5,93,Jules Werner
tt0920468,Over the GW,2007,75.0,Drama,1,actor,4.4,135,George Gallagher
tt0921811,Time Between Dog and Wolf,2006,110.0,Drama,1,actor,6.7,62,Kil-kang Ahn
tt0922354,Après lui,2007,94.0,Drama,1,actress,5.8,669,Catherine Deneuve
tt0922424,Falafel,2006,83.0,Drama,1,actor,6.7,206,Elie Mitri
tt0922455,Behind the Walls,2008,92.0,Drama,1,actress,6.7,207,Carole Bouquet
tt0923683,Embodiment of Evil,2008,94.0,Horror,1,actor,5.9,1663,José Mojica Marins
tt0923688,Ezra,2007,110.0,Drama,1,actor,6.4,274,Mamoudu Turay Kamara
tt0923779,Love My Life,2006,96.0,Drama,1,actress,6.0,865,Rei Yoshii
tt0923919,Star Power,2007,93.0,Comedy,1,actor,6.4,9,Eric Zaklukiewicz
tt0926085,Harvest Moon,2007,75.0,Horror,1,actor,6.4,173,Brad Ashten
tt0926129,Prom Night,2008,88.0,Horror,1,actress,3.9,35717,Brittany Snow
tt0926211,The Letters of Death,2006,90.0,Horror,1,actor,5.7,104,Mahasamut Boonyaruk
tt0926285,Co slonko widzialo,2006,107.0,Drama,1,actor,6.3,61,Damian Hryniewicz
tt0926380,The Boys Are Back,2009,104.0,Drama,1,actor,6.8,10209,Clive Owen
tt0926759,The First Day of the Rest of Your Life,2008,114.0,Drama,1,actor,7.6,9508,Jacques Gamblin
tt0927595,Four Horror Tales: Roommates,2006,95.0,Horror,1,actress,5.6,428,Jung-in Choi
tt0927615,Four Horror Tales - Dark Forest,2006,98.0,Horror,1,actress,4.1,273,Ye-won Jang
tt0927627,Four Horror Tales - Hidden Floor,2006,100.0,Horror,1,actor,5.3,383,Lee Hwang-Ui
tt0928154,Seducing Mr. Perfect,2006,107.0,Romance,1,actress,6.6,1974,Uhm Junghwa
tt0928193,San Saba,2008,89.0,Mystery,1,actor,5.5,77,Angus Macfadyen
tt0928361,Wicked Wood,2009,80.0,Horror,1,actor,6.0,12,Matthew Butler-Hart
tt0928362,Disappearing in America,2009,84.0,Drama,1,actress,5.0,56,Devin DiGonno
tt0928364,Heber Holiday,2007,97.0,Comedy,1,actress,3.2,125,Torrey DeVitto
tt0929285,Jerusalem Syndrome,2008,93.0,Comedy,1,actor,7.0,25,Liron Levo
tt0929441,Lezione 21,2008,92.0,Drama,1,actor,6.1,365,John Hurt
tt0929618,The Penthouse,2010,89.0,Comedy,1,actor,3.5,1498,Rider Strong
tt0929632,Precious,2009,110.0,Drama,1,actress,7.3,109708,Gabourey Sidibe
tt0929742,Deep Gold 3D,2011,86.0,Action,1,actress,3.2,360,Bebe Pham
tt0929760,Hollywood Familia,2006,105.0,Comedy,1,actor,7.8,8,Jeffrey Abell
tt0929784,The Children's Orchestra,2008,95.0,Drama,1,actor,6.2,95,Othon Bastos
tt0929791,Sanderson County,2002,88.0,Comedy,1,actor,7.6,11,Jack Amos
tt0929809,The Class,2007,100.0,Comedy,1,actor,1.9,3751,Alp Kirsan
tt0930049,Crackpot,2006,70.0,Comedy,1,actor,7.7,26,Michael Keller
tt0930071,Last Stop for Paul,2006,83.0,Comedy,1,actor,6.3,569,Neil Mandt
tt0930868,Who the Fuck Is Milos Brankovic?,2008,88.0,Thriller,1,actor,4.9,245,Milos Vlalukin
tt0932559,Viola,2006,80.0,Drama,1,actor,8.7,25,Lauren Delatorre
tt0932669,Older Than America,2008,102.0,Drama,1,actor,5.3,992,Adam Beach
tt0932922,Alice,2002,85.0,Fantasy,1,actress,6.1,24,Tina Barnes
tt0933019,Glory to Gloriana,2006,110.0,Drama,1,actress,7.5,15,Carol Campbell
tt0934468,Dating Vietnam,2007,88.0,Drama,1,actress,6.8,34,Aimee Nhung Le
tt0935030,24 Bars,2007,85.0,Drama,1,actress,5.0,178,Lubna Azabal
tt0935075,Rabbit Hole,2010,91.0,Drama,1,actress,7.0,49103,Nicole Kidman
tt0935086,All Is Forgiven,2007,105.0,Drama,1,actor,6.7,858,Paul Blain
tt0935113,Nothing Else Matters,2007,100.0,Drama,1,actress,6.8,215,Paula Kalenberg
tt0936466,Consequences,2006,86.0,Thriller,1,actor,2.9,130,Nicholas Kattar
tt0937221,The Full Picture,2008,80.0,Comedy,1,actor,7.8,102,Joshua Farrell
tt0937225,Joe Dick,2017,96.0,Comedy,1,actor,5.5,32,Greg Lindsay
tt0937391,A Broken Life,2007,97.0,Drama,1,actor,4.9,339,Tom Sizemore
tt0937414,A Dream House Nightmare,2007,90.0,Comedy,1,actress,5.3,334,Claudia Gerini
tt0938341,Tokyo Sonata,2008,120.0,Drama,1,actor,7.5,10292,Teruyuki Kagawa
tt0939606,Divine Souls,2007,132.0,Drama,1,actress,6.3,22,Fatima Biriski
